313.06132,0.05913,0.07684
315.22160,0.05894,0.07659
318.46208,0.05867,0.07621
320.62245,0.05848,0.07596
322.78273,0.05830,0.07571
324.94291,0.05812,0.07546
327.10316,0.05793,0.07521
329.25769,0.05775,0.07496
332.49792,0.05747,0.07458
334.65828,0.05729,0.07432
336.81838,0.05710,0.07407
338.97869,0.05691,0.07382
341.13889,0.05673,0.07356
345.45929,0.05636,0.07305
348.69970,0.05608,0.07267
350.85038,0.05590,0.07242
353.01087,0.05572,0.07216
355.17128,0.05553,0.07191
359.49172,0.05516,0.07139
362.73193,0.05488,0.07101
364.89240,0.05470,0.07075
367.04523,0.05451,0.07049
369.20554,0.05433,0.07023
372.44597,0.05405,0.06985
374.60635,0.05387,0.06959
376.76657,0.05368,0.06933
378.92674,0.05350,0.06907
381.08704,0.05331,0.06882
383.24723,0.05313,0.06856
386.48767,0.05285,0.06817
388.64789,0.05267,0.06791
390.80816,0.05248,0.06765
392.95872,0.05230,0.06739
395.11917,0.05212,0.06713
397.27942,0.05193,0.06687
400.52009,0.05166,0.06649
402.68026,0.05147,0.06623
404.84040,0.05129,0.06597
407.00061,0.05111,0.06571
409.16111,0.05092,0.06545
413.48163,0.05056,0.06493
416.72186,0.05029,0.06454
418.88195,0.05011,0.06428
421.03214,0.04993,0.06402
423.19463,0.04974,0.06377
426.43517,0.04947,0.06338
428.59525,0.04930,0.06313
430.75560,0.04912,0.06288
432.91590,0.04894,0.06262
435.07604,0.04876,0.06237
437.23633,0.04858,0.06211
440.47671,0.04832,0.06173
442.62679,0.04814,0.06148
444.79716,0.04805,0.06122
446.95738,0.04787,0.06097
449.10754,0.04770,0.06072
451.26837,0.04753,0.06047
454.50887,0.04727,0.06009
456.66921,0.04710,0.05984
458.82971,0.04692,0.05959
460.99017,0.04675,0.05934
463.15066,0.04658,0.05910
467.46105,0.04624,0.05860
470.70155,0.04599,0.05823
472.86171,0.04582,0.05798
475.02185,0.04565,0.05773
477.18435,0.04548,0.05749
480.42492,0.04524,0.05712
482.58506,0.04507,0.05688
484.74540,0.04490,0.05664
486.90568,0.04474,0.05639
489.05615,0.04457,0.05615
491.21645,0.04441,0.05591
494.45682,0.04416,0.05555
496.61715,0.04400,0.05531
498.77757,0.04384,0.05507
500.93794,0.04368,0.05483
503.09848,0.04352,0.05459
505.25888,0.04335,0.05435
508.49914,0.04312,0.05400
510.64954,0.04296,0.05376
512.81987,0.04280,0.05353
514.97035,0.04265,0.05329
517.13078,0.04249,0.05305
519.29090,0.04233,0.05282
522.53146,0.04210,0.05248
524.69161,0.04194,0.05224
526.85214,0.04179,0.05201
529.01279,0.04163,0.05178
531.17320,0.04148,0.05155
535.48787,0.04118,0.05110
538.72825,0.04095,0.05075
540.88852,0.04080,0.05052
543.04863,0.04065,0.05030
545.20882,0.04050,0.05007
548.44955,0.04027,0.04974
550.60987,0.04013,0.04952
552.76014,0.03998,0.04929
554.92055,0.03983,0.04907
557.08090,0.03968,0.04885
559.24114,0.03954,0.04863
562.48167,0.03932,0.04830
564.64180,0.03918,0.04808
566.80206,0.03904,0.04787
568.96271,0.03889,0.04765
571.12308,0.03875,0.04743
573.28358,0.03861,0.04722
576.51389,0.03840,0.04690
578.68421,0.03826,0.04668
580.83437,0.03812,0.04647
582.99457,0.03798,0.04626
585.15493,0.03784,0.04605
589.47890,0.03757,0.04562
592.71959,0.03736,0.04532
594.87004,0.03723,0.04511
597.03050,0.03709,0.04490
599.19097,0.03696,0.04470
602.43129,0.03675,0.04439
604.59162,0.03662,0.04418
606.75212,0.03649,0.04398
608.91265,0.03636,0.04378
611.07275,0.03623,0.04358
613.23309,0.03610,0.04338
616.47341,0.03590,0.04308
618.62401,0.03577,0.04288
620.78451,0.03564,0.04268
622.94503,0.03551,0.04249
625.10564,0.03539,0.04229
627.26599,0.03526,0.04210
630.50635,0.03507,0.04181
632.66645,0.03494,0.04161
634.82691,0.03482,0.04142
636.98725,0.03470,0.04123
639.14762,0.03458,0.04104
641.30784,0.03445,0.04085
644.54115,0.03427,0.04057
646.70127,0.03415,0.04039
648.86143,0.03403,0.04020
651.02171,0.03390,0.04002
653.18210,0.03379,0.03984
656.42234,0.03361,0.03956
658.58250,0.03349,0.03938
660.74263,0.03337,0.03920
662.89279,0.03326,0.03903
665.05310,0.03314,0.03885
667.21340,0.03303,0.03868
670.45373,0.03286,0.03842
672.61390,0.03275,0.03825
674.77416,0.03263,0.03808
676.93425,0.03252,0.03792
679.09448,0.03242,0.03775
681.25466,0.03231,0.03759
684.49487,0.03215,0.03734
686.65507,0.03204,0.03718
688.81524,0.03194,0.03702
690.97550,0.03183,0.03686
693.13583,0.03173,0.03670
695.28600,0.03162,0.03655
698.52848,0.03147,0.03631
700.68867,0.03136,0.03616
702.84907,0.03126,0.03600
705.00929,0.03116,0.03585
707.16974,0.03106,0.03570
711.48999,0.03086,0.03540
714.73039,0.03071,0.03517
716.89064,0.03061,0.03503
719.04078,0.03051,0.03488
721.20108,0.03042,0.03474
724.44147,0.03027,0.03452
726.60163,0.03017,0.03438
728.76172,0.03008,0.03423
730.92191,0.02998,0.03409
733.08205,0.02989,0.03395
735.24219,0.02980,0.03381
738.48262,0.02965,0.03361
740.64297,0.02956,0.03347
742.80322,0.02947,0.03334
744.95375,0.02938,0.03320
747.11410,0.02929,0.03307
749.27422,0.02920,0.03294
752.51708,0.02906,0.03275
754.67730,0.02897,0.03261
756.83994,0.02888,0.03249
758.99599,0.02880,0.03236
761.15646,0.02871,0.03224
763.31658,0.02862,0.03211
766.55369,0.02849,0.03193
768.71382,0.02840,0.03180
770.87409,0.02832,0.03168
773.03445,0.02823,0.03156
775.19474,0.02815,0.03145
778.43515,0.02802,0.03127
780.59561,0.02794,0.03115
782.74573,0.02786,0.03104
784.90583,0.02780,0.03092
787.07343,0.02770,0.03081
789.22906,0.02763,0.03070
792.46928,0.02749,0.03054
794.62940,0.02743,0.03043
796.78969,0.02733,0.03032
798.94982,0.02726,0.03021
801.10998,0.02718,0.03011
803.26016,0.02710,0.03000
806.50031,0.02700,0.02985
808.66242,0.02692,0.02975
810.82252,0.02685,0.02965
812.98264,0.02677,0.02955
815.14280,0.02670,0.02945
819.46333,0.02654,0.02925
822.70372,0.02641,0.02911
824.86396,0.02634,0.02901
827.01413,0.02626,0.02892
829.17422,0.02619,0.02883
832.41440,0.02610,0.02869
834.57452,0.02603,0.02860
836.73470,0.02595,0.02854
838.89483,0.02588,0.02843
841.05496,0.02581,0.02834
843.21508,0.02574,0.02825
846.45525,0.02562,0.02812
848.61535,0.02554,0.02804
850.77552,0.02548,0.02798
852.93563,0.02541,0.02789
855.09610,0.02533,0.02781
857.25633,0.02527,0.02773
860.48657,0.02518,0.02759
862.64978,0.02511,0.02752
864.81014,0.02504,0.02744
866.97048,0.02497,0.02736
869.13084,0.02491,0.02729
871.29092,0.02484,0.02721
874.52838,0.02472,0.02712
876.68870,0.02465,0.02705
878.84942,0.02458,0.02698
881.00973,0.02451,0.02690
883.17018,0.02445,0.02684
887.49090,0.02432,0.02670
890.72129,0.02423,0.02658
892.88158,0.02416,0.02651
895.04186,0.02410,0.02645
897.20232,0.02403,0.02638
900.44264,0.02392,0.02630
902.60275,0.02385,0.02624
904.76321,0.02378,0.02618
906.92365,0.02372,0.02611
909.08378,0.02365,0.02605
911.24417,0.02358,0.02599
914.47474,0.02350,0.02589
916.63505,0.02343,0.02583
918.79820,0.02337,0.02577
920.95841,0.02330,0.02572
923.10861,0.02323,0.02566
925.26898,0.02317,0.02560
928.51924,0.02304,0.02554
930.66965,0.02298,0.02547
932.83989,0.02291,0.02544
935.00049,0.02284,0.02538
937.16094,0.02277,0.02533
941.47147,0.02263,0.02524
944.71189,0.02254,0.02516
946.87197,0.02247,0.02510
949.03245,0.02240,0.02504
951.19272,0.02232,0.02502
954.43293,0.02219,0.02494
956.59322,0.02211,0.02489
958.74348,0.02204,0.02483
960.90359,0.02198,0.02481
963.06382,0.02188,0.02475
965.22400,0.02180,0.02470
968.46421,0.02167,0.02463
970.62434,0.02158,0.02461
972.78753,0.02149,0.02456
974.94765,0.02140,0.02454
977.10795,0.02130,0.02448
979.26803,0.02120,0.02446
982.49842,0.02104,0.02438
984.65853,0.02092,0.02433
986.82878,0.02079,0.02431
988.97912,0.02065,0.02425
991.13919,0.02050,0.02423
995.45966,0.02012,0.02415
998.70034,0.01974,0.02409
1000.86102,0.01943,0.02407
1003.02110,0.01903,0.02402
1005.18149,0.01854,0.02400
1008.42193,0.01754,0.02395
1010.57219,0.01666,0.02389
1012.73236,0.01556,0.02388
1014.89280,0.01423,0.02386
1017.05321,0.01266,0.02380
1019.21336,0.01088,0.02379
1022.45394,0.00798,0.02373
1024.61431,0.00605,0.02372
1026.77454,0.00427,0.02366
1028.93752,0.00278,0.02365
1031.08778,0.00163,0.02359
1033.24809,0.00084,0.02358
1036.48823,0.00022,0.02352
1038.64853,0.00006,0.02351
1040.80893,0.00003,0.02349
1042.96929,0.00001,0.02344
1045.12957,0.00001,0.02343
1047.27970,0.00000,0.02338
1050.53005,0.00000,0.02336
1052.69017,0.00000,0.02335
1054.84044,0.00000,0.02330
1057.00090,0.00000,0.02328
1059.16143,0.00000,0.02327
1063.48204,0.00000,0.02321
1066.72262,0.00000,0.02315
1068.88295,0.00000,0.02314
1071.04312,0.00000,0.02313
1073.19365,0.00000,0.02308
1076.44397,0.00000,0.02306
1078.60406,0.00000,0.02305
1080.76441,0.00000,0.02301
1082.91704,0.00000,0.02300
1085.07735,0.00000,0.02298
1087.23768,0.00000,0.02294
1090.47789,0.00000,0.02292
1092.63803,0.00000,0.02291
1094.78815,0.00000,0.02286
1096.95865,0.00000,0.02285
1099.11903,0.00000,0.02284
1101.27917,0.00000,0.02283
1104.50958,0.00000,0.02278
1106.67186,0.00000,0.02277
1108.83245,0.00000,0.02276
