12.90804,0.08382,0.10808
15.06841,0.08375,0.10801
17.22871,0.08368,0.10793
20.45913,0.08355,0.10779
22.61958,0.08347,0.10769
24.77975,0.08338,0.10759
26.93918,0.08329,0.10747
29.09929,0.08319,0.10735
31.25944,0.08308,0.10722
34.49970,0.08291,0.10701
36.66282,0.08279,0.10687
38.82360,0.08266,0.10672
40.97409,0.08253,0.10656
43.13423,0.08240,0.10640
47.45466,0.08212,0.10606
50.69519,0.08189,0.10580
52.85552,0.08174,0.10561
55.01618,0.08159,0.10543
57.17663,0.08143,0.10524
61.49723,0.08110,0.10485
64.73746,0.08085,0.10455
66.89774,0.08068,0.10435
69.04823,0.08051,0.10414
71.20850,0.08034,0.10393
74.44878,0.08007,0.10361
76.60924,0.07990,0.10340
78.76937,0.07972,0.10318
80.92968,0.07953,0.10296
83.08993,0.07935,0.10274
85.25022,0.07917,0.10251
88.49062,0.07889,0.10217
90.65297,0.07869,0.10194
92.81337,0.07850,0.10170
94.96352,0.07830,0.10146
97.12403,0.07810,0.10123
99.28419,0.07791,0.10099
102.52438,0.07761,0.10062
104.68454,0.07741,0.10038
106.84481,0.07721,0.10014
108.98518,0.07701,0.09990
111.14534,0.07681,0.09965
115.46596,0.07641,0.09916
118.70647,0.07611,0.09879
120.86686,0.07591,0.09855
123.02729,0.07571,0.09830
125.18759,0.07552,0.09806
128.42787,0.07522,0.09769
130.58803,0.07502,0.09745
132.74818,0.07482,0.09720
134.90849,0.07462,0.09696
137.05892,0.07443,0.09671
139.21952,0.07423,0.09647
142.45996,0.07394,0.09611
144.62011,0.07374,0.09586
146.78237,0.07355,0.09562
148.94270,0.07335,0.09538
151.10311,0.07316,0.09513
153.26357,0.07297,0.09489
156.49431,0.07267,0.09453
158.66444,0.07248,0.09429
160.82462,0.07229,0.09404
162.97474,0.07210,0.09380
165.13490,0.07190,0.09356
167.29526,0.07171,0.09332
170.53565,0.07142,0.09295
172.69596,0.07124,0.09271
174.85625,0.07104,0.09247
177.01666,0.07085,0.09223
179.17698,0.07066,0.09198
183.49742,0.07028,0.09150
186.73783,0.06999,0.09114
188.88798,0.06981,0.09090
191.04814,0.06961,0.09065
193.20827,0.06943,0.09041
196.44852,0.06914,0.09005
198.60882,0.06895,0.08980
200.77282,0.06877,0.08956
202.93306,0.06858,0.08932
205.08340,0.06839,0.08908
207.24384,0.06820,0.08884
210.48438,0.06792,0.08847
212.64467,0.06773,0.08823
214.80658,0.06754,0.08799
216.96670,0.06735,0.08774
219.12684,0.06717,0.08750
221.28700,0.06698,0.08725
224.52729,0.06670,0.08689
226.67761,0.06651,0.08665
228.83804,0.06632,0.08640
230.99832,0.06614,0.08616
233.15866,0.06595,0.08592
237.47918,0.06558,0.08543
240.71958,0.06530,0.08506
242.87994,0.06511,0.08482
245.04009,0.06492,0.08458
247.20036,0.06474,0.08433
250.43090,0.06446,0.08396
252.59104,0.06428,0.08372
254.75123,0.06409,0.08348
256.91438,0.06390,0.08323
259.07464,0.06372,0.08299
261.23487,0.06353,0.08274
264.47511,0.06325,0.08237
266.63534,0.06307,0.08213
268.79551,0.06289,0.08188
270.95566,0.06271,0.08164
273.11583,0.06252,0.08140
275.27614,0.06234,0.08115
278.50634,0.06206,0.08078
280.66663,0.06188,0.08054
282.82678,0.06169,0.08029
284.98698,0.06151,0.08005
287.14711,0.06133,0.07980
291.46789,0.06096,0.07931
294.70819,0.06069,0.07894
296.86832,0.06050,0.07870
299.02844,0.06032,0.07845
301.18875,0.06014,0.07820
304.42899,0.05986,0.07783
306.58914,0.05968,0.07758
308.73931,0.05950,0.07734
310.89954,0.05931,0.07709
